Account Number;Date;Description;Mid;Channel;Debit Amount;Credit Amount
1.45E+12;7 03 2024;Pbyrn Merchant ;2278008166;Mandiri B2C; -   ;5,724,671
1.45E+12;7 03 2024;Pbyrn Merchant ;2270009563;Mandiri B2C; -   ;6,145,300
1.45E+12;7 03 2024;Pbyrn Merchant ;2270010254;Mandiri B2C; -   ;6,829,515
1.45E+12;7 03 2024;Pbyrn Merchant ;2273002539;Mandiri B2C; -   ;7,415,887
1.45E+12;7 03 2024;Pbyrn Merchant ;2278005393;Mandiri B2C; -   ;8,343,243
1.45E+12;7 03 2024;Pbyrn Merchant ;2270010296;Mandiri B2C; -   ;9,012,397
1.45E+12;7 03 2024;Pbyrn Merchant ;2273002503;Mandiri B2C; -   ;9,256,451
1.45E+12;7 03 2024;Pbyrn Merchant ;2278005419;Mandiri B2C; -   ;9,348,453
1.45E+12;7 03 2024;Pbyrn Merchant ;2278007240;Mandiri B2C; -   ;9,807,930
1.45E+12;7 03 2024;Pbyrn Merchant ;2270009478;Mandiri B2C; -   ;10,181,911
1.45E+12;7 03 2024;Pbyrn Merchant ;2278005429;Mandiri B2C; -   ;10,723,005
1.45E+12;7 03 2024;Pbyrn Merchant ;2270009134;Mandiri B2C; -   ;11,240,069
1.45E+12;7 03 2024;Pbyrn Merchant ;2276000513;Mandiri B2C; -   ;12,486,388
1.45E+12;7 03 2024;Pbyrn Merchant ;2278007138;Mandiri B2C; -   ;19,532,314
1.45E+12;7 03 2024;Pbyrn Merchant ;2278007141;Mandiri B2C; -   ;19,723,053
1.45E+12;7 03 2024;Pbyrn Merchant ;2270010281;Mandiri B2C; -   ;22,183,793
1.45E+12;7 03 2024;Pbyrn Merchant ;2278007142;Mandiri B2C; -   ;28,589,900
1.65E+12;7 03 2024;MCM InhouseTrf  DARI AIRPAY INTERNATIONAL INDONESIA Transfer Fee         A170975880394951600;;Shopeepay; -   ;109,743,116
1.65E+12;7 03 2024;MANDIRI Kantin Berkah A1650090000887 240307045711168;;E-Money; -   ;551
1.65E+12;7 03 2024;MANDIRI Kantin Berkah A1650090000887 240307053430295;;E-Money; -   ;642
1.65E+12;7 03 2024;MCM InhouseTrf  DARI CASHLEZ WORLDWIDE INDONESIA Transfer Fee         202403070853583319;;; -   ;361,000,000
1.65E+12;7 03 2024;;;; -   ;750,000,000
1.65E+12;7 03 2024;;;;281,796; -   
1.65E+12;7 03 2024;;;;274,896; -   
1.65E+12;7 03 2024;;;;391,028; -   
1.65E+12;7 03 2024;;;;86,949; -   
1.65E+12;7 03 2024;;;;66,256; -   
1.65E+12;7 03 2024;;;;255,785; -   
1.65E+12;7 03 2024;;;;602,058; -   
1.65E+12;7 03 2024;;;;850,517; -   
1.65E+12;7 03 2024;;;;64,278; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ROBBY SURACHMAN Transfer Fee;;;14,833; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE RADAR BOGOR GRUP Transfer Fee;;;20,559; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE MARVIN RUBEN Transfer Fee;;;21,756; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE SPIRIT INTI ABADI Transfer Fee;;;49,278; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE BUDI SINAGA Transfer Fee;;;49,445; -   
1.65E+12;7 03 2024;MCM Outw CN  Yoseph Natanael Clearing Fee;;;63,215; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE SANRAYA ADI NATTAYA Transfer Fee;;;71,083; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE MOHAMMAD FATHY Transfer Fee;;;72,19; -   
1.65E+12;7 03 2024;MCM Outw CN  CV Dunia Beton Clearing Fee;;;72,19; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Mega Baja Clearing Fee;;;74,875; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE THIRD CULTURE ENTERPRISES Transfer Fee;;;75,651; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE YUSUF FIRJATULLAH ADHIM Transfer Fee;;;75,873; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE FLORENCE ARC INDIRANTA Transfer Fee;;;82,672; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Kereta Api Pariwisata Clearing Fee;;;96,462; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE DENI TANOTO Transfer Fee;;;98,637; -   
1.65E+12;7 03 2024;MCM Outw CN  Nazaruddin Harun Clearing Fee;;;99,879; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE HARRY NANDAR WIJAYA Transfer Fee;;;103,135; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE LARIS MANIS UTAMA Transfer Fee;;;109,817; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE FITRIA MARINA PRATIWI Transfer Fee;;;111,722; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE DZURIYATUN THOYYIBAH Transfer Fee;;;121,635; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ARIF HIDAYAT Transfer Fee;;;148,335; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ARI AZHAR Transfer Fee;;;168,113; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;170,359; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ANDREA FATORO PRABANDARU HULU Transfer Fee;;;184,326; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE BERKAT PULEN SEJAHTERA Transfer Fee;;;193,747; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE I WAYAN NIVO MURI PUTRA Transfer Fee;;;200,904; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE CATRA ARENA INDONESIA Transfer Fee;;;202,724; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE TANDANG RAHARDJO TANTOJO Transfer Fee;;;207,176; -   
1.65E+12;7 03 2024;MCM Outw CN  YBWSA QQ RSI Sultan Agung Clearing Fee;;;234,669; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE DIAS ANUGRAH MASSEWA Transfer Fee;;;234,672; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE RISANG MEGANDARU Transfer Fee;;;246,915; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;250,592; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE FAJAR SULAIMAN NOVIANDI Transfer Fee;;;267,003; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE BOUJEE EGG ROLLS Transfer Fee;;;270,259; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE KILAT BIRU KREASI Transfer Fee;;;284,561; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE WULANSARI Transfer Fee;;;296,67; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE SALMA EGA SUWANDY Transfer Fee;;;324,359; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE SARANAINSAN MUDASELARAS Transfer Fee;;;329,304; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE RICKY WIRIANTO Transfer Fee;;;333,585; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE IRIYANTO JIEN Transfer Fee;;;342,23; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE RAMLI Transfer Fee;;;349,075; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE YONNY SUYONO Transfer Fee;;;367,042; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Banjarnegara Mega Utama Clearing Fee;;;388,352; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;404,546; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE BAJA KOMARA Transfer Fee;;;414,6; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;440,841; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE I MADE TEGUH BUDIANA Transfer Fee;;;464,994; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE PANJI SASTROWIJOYO Transfer Fee;;;573,144; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE FAJAR SULAIMAN NOVIANDI Transfer Fee;;;830,276; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ROEDDY KASIM Transfer Fee;;;846,548; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE RUDI FIRDAUS YUSUF Transfer Fee;;;853,539; -   
1.65E+12;7 03 2024;MCM Outw CN  Ainul Mardhiah Clearing Fee;;;908,665; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE MARGERY BASTIANO Transfer Fee;;;1,285,570; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE DANIEL HARIYANTO Transfer Fee;;;1,530,171; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE THIRD CULTURE ENTERPRISES Transfer Fee;;;2,067,790; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE NI LUH RANI DEWIK Transfer Fee;;;2,195,552; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Sisesa Pramono Amanah Clearing Fee;;;2,274,470; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Bandung Lautan Baja Clearing Fee;;;2,298,167; -   
1.65E+12;7 03 2024;MCM Outw CN  Fita Sehat Nusantara Clearing Fee;;;4,113,184; -   
1.65E+12;7 03 2024;MCM Outw CN  Rumah Sakit Islam NU Demak Clearing Fee;;;4,470,924; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE HARRY NANDAR WIJAYA Transfer Fee;;;6,150,787; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Sari Asih Mangun Persada Clearing Fee;;;8,01; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Mega Baja Clearing Fee;;;101,857; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Mitra Kasih Perkasa Clearing Fee;;;168,215; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;178,609; -   
1.65E+12;7 03 2024;MCM Outw CN  Novan Mahendra Clearing Fee;;;188,78; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;271,101; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ARTAJASA PEMBAYARAN ELEKTRONIS Transfer Fee;;;326,585; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Ally Asia Group Clearing Fee;;;343,733; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE NOVIA WARDHANI Transfer Fee;;;351,851; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE GADIH MINANG ANUGERAH Transfer Fee;;;534,006; -   
1.65E+12;7 03 2024;MCM Outw CN  Ardias Tahir Clearing Fee;;;569,39; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE SARINAH Transfer Fee;;;595,812; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE WIRYA AGUS SETIAWAN Transfer Fee;;;604,28; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Hotel Lading Clearing Fee;;;617,413; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ELVA Y. TANAEM Transfer Fee;;;657,357; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE CHOTISAH Transfer Fee;;;681,708; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Dedikasi Global Amanah Clearing Fee;;;714,678; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Mega Baja Bogor Clearing Fee;;;718,801; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Startec Indonesia Mandiri Clearing Fee;;;768,129; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Cibubur Raya Indosteel Clearing Fee;;;798,071; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE PUTRI KUMALA SARI BATU BARA Transfer Fee;;;798,668; -   
1.65E+12;7 03 2024;MCM Outw CN  Nihla Inaya Clearing Fee;;;820,317; -   
1.65E+12;7 03 2024;MCM Outw CN  Ni Wayan Sriasih Clearing Fee;;;828,23; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;854,288; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ALESSANDRO ORPHANIDES Transfer Fee;;;878,02; -   
1.65E+12;7 03 2024;MCM Outw CN  PT JNJ Estetika Utama Clearing Fee;;;891,818; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE IKATAN DOKTER INDONESIA Transfer Fee;;;899,549; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Grounded Ubud Bali Clearing Fee;;;909,577; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE VIKY GUNAWAN Transfer Fee;;;923,919; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE GARDENA GRAHA DEPARTEMENT STORE & SUP Transfer Fee;;;928,708; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE AGUS RIYANTO Transfer Fee;;;977,8; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE MAJDI Transfer Fee;;;1,091,409; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE HABBAH FITHRIYATY Transfer Fee;;;1,191,546; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE RENTAMA Transfer Fee;;;1,198,001; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE DWI WAHJU ARDYANTI Transfer Fee;;;1,305,519; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE UNHCR INDONESIA Transfer Fee;;;1,357,562; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ARTAJASA PEMBAYARAN ELEKTRONIS Transfer Fee;;;1,362,327; -   
1.65E+12;7 03 2024;MCM Outw CN  Fita Sehat Nusantara Clearing Fee;;;1,480,450; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE KRESSIDA CHANDRAWATI Transfer Fee;;;1,606,525; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ELEMENTUM BINGIN BALI Transfer Fee;;;1,720,631; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE YESSI PRATAMA Transfer Fee;;;2,019,515; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE MAHFUDIN Transfer Fee;;;2,158,486; -   
1.65E+12;7 03 2024;MCM Outw CN  Sitti Balqis Natasyrah Clearing Fee;;;2,168,988; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE PT HEMAS ESENSI KIRANA Transfer Fee;;;2,256,889; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ISTANA KEBAYORAN RAYA MOTOR Transfer Fee;;;2,719,537; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE YUDI CAHYADI Transfer Fee;;;2,938,100; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE OSCAR AND FRANK INDONESIA Transfer Fee;;;2,995,005; -   
1.65E+12;7 03 2024;MCM Outw CN  PT Krakatau Megatama Indonesia Clearing Fee;;;3,234,692; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE VIVI ROSALINA Transfer Fee;;;3,607,104; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE SAFRIANUS REIGEN LIMBA Transfer Fee;;;8,486,940; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE NAVIN RAJ Transfer Fee;;;8,786,376; -   
1.65E+12;7 03 2024;MCM Outw CN  Tri Ambarwati Boedi Rahayu Clearing Fee;;;11,637,049; -   
1.65E+12;7 03 2024;MCM Outw CN  Kirill Popov Clearing Fee;;;12,725,831; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE RIYANTI Transfer Fee;;;13,542,792; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ARTAJASA PEMBAYARAN ELEKTRONIS Transfer Fee;;;17,707,958; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE BAKTI HALIM Transfer Fee;;;18,092,264; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;Clearing Fee;;;1,45; -   
1.65E+12;7 03 2024;;;;245,829; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;393,71; -   
1.65E+12;7 03 2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;450,257; -   
1.65E+12;7 03 2024;MCM InhouseTrf  KE ALFI SHARFI Transfer Fee;;;488,9; -   
