Account Number;Date;Description;Mid;Channel;  Debit Amount  ;  Credit Amount  
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010260;Mandiri B2C; -   ;Rp1.366.888,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010315;Mandiri B2C; -   ;Rp1.417.687,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010266;Mandiri B2C; -   ;Rp1.429.950,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009916;Mandiri B2C; -   ;Rp1.472.564,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010234;Mandiri B2C; -   ;Rp1.486.139,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009858;Mandiri B2C; -   ;Rp1.560.416,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009945;Mandiri B2C; -   ;Rp1.639.138,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010231;Mandiri B2C; -   ;Rp1.675.350,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009190;Mandiri B2C; -   ;Rp1.788.621,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278008122;Mandiri B2C; -   ;Rp1.813.425,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010142;Mandiri B2C; -   ;Rp2.010.420,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278007170;Mandiri B2C; -   ;Rp2.058.118,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278008854;Mandiri B2C; -   ;Rp2.161.201,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010140;Mandiri B2C; -   ;Rp2.167.291,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010219;Mandiri B2C; -   ;Rp2.188.598,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010262;Mandiri B2C; -   ;Rp2.189.781,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270008743;Mandiri B2C; -   ;Rp2.552.580,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010241;Mandiri B2C; -   ;Rp2.700.270,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278007857;Mandiri B2C; -   ;Rp2.735.936,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010174;Mandiri B2C; -   ;Rp2.778.429,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009933;Mandiri B2C; -   ;Rp2.864.733,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278008832;Mandiri B2C; -   ;Rp3.051.690,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010273;Mandiri B2C; -   ;Rp3.187.858,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009200;Mandiri B2C; -   ;Rp3.371.809,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009525;Mandiri B2C; -   ;Rp3.536.665,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009453;Mandiri B2C; -   ;Rp3.703.360,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2273002506;Mandiri B2C; -   ;Rp3.823.695,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278008852;Mandiri B2C; -   ;Rp3.879.649,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009455;Mandiri B2C; -   ;Rp4.163.737,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278008110;Mandiri B2C; -   ;Rp4.479.763,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009454;Mandiri B2C; -   ;Rp5.128.602,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2273002540;Mandiri B2C; -   ;Rp5.479.521,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278008166;Mandiri B2C; -   ;Rp5.724.671,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009563;Mandiri B2C; -   ;Rp6.145.300,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010254;Mandiri B2C; -   ;Rp6.829.515,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2273002539;Mandiri B2C; -   ;Rp7.415.887,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278005393;Mandiri B2C; -   ;Rp8.343.243,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010296;Mandiri B2C; -   ;Rp9.012.397,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2273002503;Mandiri B2C; -   ;Rp9.256.451,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278005419;Mandiri B2C; -   ;Rp9.348.453,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278007240;Mandiri B2C; -   ;Rp9.807.930,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009478;Mandiri B2C; -   ;Rp10.181.911,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278005429;Mandiri B2C; -   ;Rp10.723.005,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270009134;Mandiri B2C; -   ;Rp11.240.069,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2276000513;Mandiri B2C; -   ;Rp12.486.388,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278007138;Mandiri B2C; -   ;Rp19.532.314,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278007141;Mandiri B2C; -   ;Rp19.723.053,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2270010281;Mandiri B2C; -   ;Rp22.183.793,00
1.45E+12;07/03/2024;Pbyrn Merchant ;2278007142;Mandiri B2C; -   ;Rp28.589.900,00
1.65E+12;07/03/2024;MCM InhouseTrf  DARI AIRPAY INTERNATIONAL INDONESIA Transfer Fee         A170975880394951600;;Shopeepay; -   ;Rp109.743.116,00
1.65E+12;07/03/2024;MANDIRI Kantin Berkah A1650090000887 240307045711168;;E-Money; -   ;Rp551,00
1.65E+12;07/03/2024;MANDIRI Kantin Berkah A1650090000887 240307053430295;;E-Money; -   ;Rp642,00
1.65E+12;07/03/2024;MCM InhouseTrf  DARI CASHLEZ WORLDWIDE INDONESIA Transfer Fee         202403070853583319;;; -   ;Rp361.000.000,00
1.65E+12;07/03/2024;;;; -   ;Rp750.000.000,00
1.65E+12;07/03/2024;;;;Rp281.796,00; -   
1.65E+12;07/03/2024;;;;Rp274.896,00; -   
1.65E+12;07/03/2024;;;;Rp391.028,00; -   
1.65E+12;07/03/2024;;;;Rp86.949,00; -   
1.65E+12;07/03/2024;;;;Rp66.256,00; -   
1.65E+12;07/03/2024;;;;Rp255.785,00; -   
1.65E+12;07/03/2024;;;;Rp602.058,00; -   
1.65E+12;07/03/2024;;;;Rp850.517,00; -   
1.65E+12;07/03/2024;;;;Rp64.278,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ROBBY SURACHMAN Transfer Fee;;;Rp14.833,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE RADAR BOGOR GRUP Transfer Fee;;;Rp20.559,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE MARVIN RUBEN Transfer Fee;;;Rp21.756,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE SPIRIT INTI ABADI Transfer Fee;;;Rp49.278,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE BUDI SINAGA Transfer Fee;;;Rp49.445,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Yoseph Natanael Clearing Fee;;;Rp63.215,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE SANRAYA ADI NATTAYA Transfer Fee;;;Rp71.083,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE MOHAMMAD FATHY Transfer Fee;;;Rp72.190,00; -   
1.65E+12;07/03/2024;MCM Outw CN  CV Dunia Beton Clearing Fee;;;Rp72.190,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Mega Baja Clearing Fee;;;Rp74.875,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE THIRD CULTURE ENTERPRISES Transfer Fee;;;Rp75.651,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE YUSUF FIRJATULLAH ADHIM Transfer Fee;;;Rp75.873,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE FLORENCE ARC INDIRANTA Transfer Fee;;;Rp82.672,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Kereta Api Pariwisata Clearing Fee;;;Rp96.462,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE DENI TANOTO Transfer Fee;;;Rp98.637,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Nazaruddin Harun Clearing Fee;;;Rp99.879,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE HARRY NANDAR WIJAYA Transfer Fee;;;Rp103.135,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE LARIS MANIS UTAMA Transfer Fee;;;Rp109.817,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE FITRIA MARINA PRATIWI Transfer Fee;;;Rp111.722,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE DZURIYATUN THOYYIBAH Transfer Fee;;;Rp121.635,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ARIF HIDAYAT Transfer Fee;;;Rp148.335,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ARI AZHAR Transfer Fee;;;Rp168.113,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;Rp170.359,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ANDREA FATORO PRABANDARU HULU Transfer Fee;;;Rp184.326,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE BERKAT PULEN SEJAHTERA Transfer Fee;;;Rp193.747,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE I WAYAN NIVO MURI PUTRA Transfer Fee;;;Rp200.904,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE CATRA ARENA INDONESIA Transfer Fee;;;Rp202.724,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE TANDANG RAHARDJO TANTOJO Transfer Fee;;;Rp207.176,00; -   
1.65E+12;07/03/2024;MCM Outw CN  YBWSA QQ RSI Sultan Agung Clearing Fee;;;Rp234.669,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE DIAS ANUGRAH MASSEWA Transfer Fee;;;Rp234.672,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE RISANG MEGANDARU Transfer Fee;;;Rp246.915,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;Rp250.592,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE FAJAR SULAIMAN NOVIANDI Transfer Fee;;;Rp267.003,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE BOUJEE EGG ROLLS Transfer Fee;;;Rp270.259,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE KILAT BIRU KREASI Transfer Fee;;;Rp284.561,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE WULANSARI Transfer Fee;;;Rp296.670,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE SALMA EGA SUWANDY Transfer Fee;;;Rp324.359,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE SARANAINSAN MUDASELARAS Transfer Fee;;;Rp329.304,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE RICKY WIRIANTO Transfer Fee;;;Rp333.585,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE IRIYANTO JIEN Transfer Fee;;;Rp342.230,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE RAMLI Transfer Fee;;;Rp349.075,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE YONNY SUYONO Transfer Fee;;;Rp367.042,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Banjarnegara Mega Utama Clearing Fee;;;Rp388.352,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;Rp404.546,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE BAJA KOMARA Transfer Fee;;;Rp414.600,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;Rp440.841,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE I MADE TEGUH BUDIANA Transfer Fee;;;Rp464.994,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE PANJI SASTROWIJOYO Transfer Fee;;;Rp573.144,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE FAJAR SULAIMAN NOVIANDI Transfer Fee;;;Rp830.276,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ROEDDY KASIM Transfer Fee;;;Rp846.548,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE RUDI FIRDAUS YUSUF Transfer Fee;;;Rp853.539,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Ainul Mardhiah Clearing Fee;;;Rp908.665,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE MARGERY BASTIANO Transfer Fee;;;Rp1.285.570,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE DANIEL HARIYANTO Transfer Fee;;;Rp1.530.171,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE THIRD CULTURE ENTERPRISES Transfer Fee;;;Rp2.067.790,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE NI LUH RANI DEWIK Transfer Fee;;;Rp2.195.552,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Sisesa Pramono Amanah Clearing Fee;;;Rp2.274.470,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Bandung Lautan Baja Clearing Fee;;;Rp2.298.167,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Fita Sehat Nusantara Clearing Fee;;;Rp4.113.184,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Rumah Sakit Islam NU Demak Clearing Fee;;;Rp4.470.924,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE HARRY NANDAR WIJAYA Transfer Fee;;;Rp6.150.787,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;Clearing Fee;;;Rp1.450,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Sari Asih Mangun Persada Clearing Fee;;;Rp8.010,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Mega Baja Clearing Fee;;;Rp101.857,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Mitra Kasih Perkasa Clearing Fee;;;Rp168.215,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;Rp178.609,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Novan Mahendra Clearing Fee;;;Rp188.780,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;Rp271.101,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ARTAJASA PEMBAYARAN ELEKTRONIS Transfer Fee;;;Rp326.585,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Ally Asia Group Clearing Fee;;;Rp343.733,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE NOVIA WARDHANI Transfer Fee;;;Rp351.851,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE GADIH MINANG ANUGERAH Transfer Fee;;;Rp534.006,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Ardias Tahir Clearing Fee;;;Rp569.390,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE SARINAH Transfer Fee;;;Rp595.812,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE WIRYA AGUS SETIAWAN Transfer Fee;;;Rp604.280,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Hotel Lading Clearing Fee;;;Rp617.413,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ELVA Y. TANAEM Transfer Fee;;;Rp657.357,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE CHOTISAH Transfer Fee;;;Rp681.708,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Dedikasi Global Amanah Clearing Fee;;;Rp714.678,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Mega Baja Bogor Clearing Fee;;;Rp718.801,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Startec Indonesia Mandiri Clearing Fee;;;Rp768.129,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Cibubur Raya Indosteel Clearing Fee;;;Rp798.071,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE PUTRI KUMALA SARI BATU BARA Transfer Fee;;;Rp798.668,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Nihla Inaya Clearing Fee;;;Rp820.317,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Ni Wayan Sriasih Clearing Fee;;;Rp828.230,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Pt Cendana Delapan Sembilan Clearing Fee;;;Rp854.288,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ALESSANDRO ORPHANIDES Transfer Fee;;;Rp878.020,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT JNJ Estetika Utama Clearing Fee;;;Rp891.818,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE IKATAN DOKTER INDONESIA Transfer Fee;;;Rp899.549,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Grounded Ubud Bali Clearing Fee;;;Rp909.577,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE VIKY GUNAWAN Transfer Fee;;;Rp923.919,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE GARDENA GRAHA DEPARTEMENT STORE & SUP Transfer Fee;;;Rp928.708,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE AGUS RIYANTO Transfer Fee;;;Rp977.800,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE MAJDI Transfer Fee;;;Rp1.091.409,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE HABBAH FITHRIYATY Transfer Fee;;;Rp1.191.546,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE RENTAMA Transfer Fee;;;Rp1.198.001,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE DWI WAHJU ARDYANTI Transfer Fee;;;Rp1.305.519,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE UNHCR INDONESIA Transfer Fee;;;Rp1.357.562,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ARTAJASA PEMBAYARAN ELEKTRONIS Transfer Fee;;;Rp1.362.327,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Fita Sehat Nusantara Clearing Fee;;;Rp1.480.450,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE KRESSIDA CHANDRAWATI Transfer Fee;;;Rp1.606.525,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ELEMENTUM BINGIN BALI Transfer Fee;;;Rp1.720.631,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE YESSI PRATAMA Transfer Fee;;;Rp2.019.515,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE MAHFUDIN Transfer Fee;;;Rp2.158.486,00; -   
1.65E+12;07/03/2024;MCM Outw CN  Sitti Balqis Natasyrah Clearing Fee;;;Rp2.168.988,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE PT HEMAS ESENSI KIRANA Transfer Fee;;;Rp2.256.889,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE ISTANA KEBAYORAN RAYA MOTOR Transfer Fee;;;Rp2.719.537,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE YUDI CAHYADI Transfer Fee;;;Rp2.938.100,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE OSCAR AND FRANK INDONESIA Transfer Fee;;;Rp2.995.005,00; -   
1.65E+12;07/03/2024;MCM Outw CN  PT Krakatau Megatama Indonesia Clearing Fee;;;Rp3.234.692,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE VIVI ROSALINA Transfer Fee;;;Rp3.607.104,00; -   
1.65E+12;07/03/2024;MCM InhouseTrf  KE SAFRIANUS REIGEN LIMBA Transfer Fee;;;Rp8.486.940,00; -   
